"","gene_name","cont_topology","intro_topology","control_trio_min","intro_trio_min"
"10581","Solyc08g082540"," P1P2"," P1P2","P1P3","P1P3"
"10582","Solyc08g082560"," P1P2"," P1P2","P1P2","P2P3"
"10585","Solyc08g082610"," P1P2"," P1P2","P2P3","P2P3"
"10586","Solyc08g082630"," P1P2"," P1P2","P1P3","P1P3"
"10587","Solyc08g082670"," P1P2"," P1P2","P1P3","P2P3"
"10590","Solyc08g082700"," P1P2"," P1P2","P1P2","P1P2"
"10591","Solyc08g082710"," P1P2"," P1P2","P1P2","P2P3"
"10592","Solyc08g082730"," P1P2"," P1P2","P1P2","P2P3"
"10593","Solyc08g082740"," P1P2"," P1P3","P1P2","P1P3"
"10594","Solyc08g082750"," P1P2"," P1P2","P2P3","P1P2"
"10596","Solyc08g082810"," P1P2"," P1P2","P1P2","P2P3"
"10598","Solyc08g082840"," P1P2"," P1P2","P2P3","P1P3"
"10599","Solyc08g082850"," P1P2"," P1P2","P2P3","P1P3"
"10600","Solyc08g082870"," P1P2"," P1P2","P1P2","P1P2"
"10601","Solyc08g082880"," P1P2"," P1P2","P1P3","P1P2"
"10602","Solyc08g082890"," P1P2"," P1P2","P1P3","P1P2"
"10603","Solyc08g082910"," P1P2"," P1P2","P2P3","P1P3"
"10604","Solyc08g082920"," P1P2"," P1P2","P1P3","P2P3"
"10606","Solyc08g082970"," P1P2"," P1P2","P1P2","P1P3"
"10607","Solyc08g082990"," P1P2"," P1P2","P1P2","P1P3"
"10608","Solyc08g083010"," P1P2"," P1P2","P1P3","P1P2"
"10609","Solyc08g083030"," P1P2"," P1P2","P1P2","P1P2"
"10611","Solyc08g083040"," P1P2"," P1P2","P2P3","P1P3"
"10612","Solyc08g083060"," P1P2"," P1P2","P1P2","P1P3"
"10614","Solyc08g083080"," P1P2"," P2P3","P2P3","P2P3"
"10615","Solyc08g083090"," P1P2"," P2P3","P2P3","P2P3"
"10617","Solyc08g083110"," P1P2"," P1P2","P1P3","P1P2"
"10619","Solyc08g083120"," P1P2"," P1P2","P1P2","P1P2"
"10620","Solyc08g083140"," P1P2"," P1P2","P1P3","P2P3"
"10621","Solyc08g083200"," P1P2"," P1P2","P1P2","P2P3"
"10622","Solyc08g083230"," P1P2"," P2P3","P1P3","P2P3"
"10624","Solyc08g083260"," P1P2"," P1P2","P2P3","P1P3"
"10625","Solyc08g083290"," P1P2"," P1P2","P1P2","P1P3"
"10626","Solyc08g083300"," P1P2"," P1P2","P1P3","P1P3"
"10627","Solyc08g083310"," P1P2"," P1P2","P1P2","P1P2"
"10628","Solyc08g083320"," P1P2"," P1P2","P2P3","P1P2"
"10629","Solyc08g083330"," P1P2"," P1P2","P1P3","P1P2"
"10630","Solyc08g083350"," P1P2"," P1P2","P1P3","P1P2"
"10631","Solyc08g083380"," P1P2"," P1P2","P2P3","P1P2"
"10632","Solyc09g005010"," P1P2"," P2P3","P2P3","P1P2"
"10633","Solyc09g005030"," P1P2"," P2P3","P1P2","P1P2"
"10634","Solyc09g005080"," P1P2"," P2P3","P1P2","P2P3"
"10635","Solyc09g005100"," P1P2"," P1P3","P1P2","P1P2"
"10636","Solyc09g005120"," P1P2"," P1P2","P1P3","P2P3"
"10637","Solyc09g005130"," P1P2"," P1P2","P1P3","P1P2"
"10638","Solyc09g005230"," P1P2"," P1P2","P1P2","P1P2"
"10639","Solyc09g005250"," P1P2"," P1P2","P1P2","P1P2"
"10642","Solyc09g005290"," P1P2"," P1P2","P1P3","P1P3"
"10644","Solyc09g005310"," P1P2"," P1P2","P1P2","P1P3"
"10645","Solyc09g005330"," P1P2"," P1P3","P1P2","P1P3"
"10646","Solyc09g005340"," P1P2"," P1P2","P1P2","P1P3"
"10647","Solyc09g005350"," P1P3"," P2P3","P1P3","P2P3"
"10648","Solyc09g005360"," P1P2"," P1P2","P1P3","P1P2"
"10649","Solyc09g005390"," P1P2"," P1P3","P1P2","P1P2"
"10651","Solyc09g005550"," P1P3"," P1P3","P2P3","P1P2"
"10653","Solyc09g005600"," P1P2"," P1P2","P1P2","P1P2"
"10654","Solyc09g005620"," P1P2"," P1P3","P1P2","P2P3"
"10655","Solyc09g005640"," P1P2"," P1P2","P2P3","P1P2"
"10656","Solyc09g005660"," P1P2"," P1P2","P1P2","P2P3"
"10657","Solyc09g005700"," P1P2"," P2P3","P1P2","P1P2"
"10659","Solyc09g005720"," P2P3"," P1P2","P1P3","P1P3"
"10660","Solyc09g005740"," P1P2"," P1P3","P2P3","P1P2"
"10661","Solyc09g005750"," P1P2"," P1P3","P2P3","P2P3"
"10662","Solyc09g005760"," P1P2"," P1P2","P2P3","P1P3"
"10663","Solyc09g005810"," P1P2"," P1P2","P1P2","P2P3"
"10665","Solyc09g005860"," P1P2"," P1P2","P1P2","P2P3"
"10666","Solyc09g005870"," P1P2"," P2P3","P1P3","P1P3"
"10667","Solyc09g005910"," P1P2"," P2P3","P1P3","P2P3"
"10670","Solyc09g005980"," P1P2"," P2P3","P1P3","P2P3"
"10671","Solyc09g005990"," P1P2"," P1P2","P2P3","P2P3"
"10672","Solyc09g006000"," P1P2"," P1P2","P1P3","P1P3"
"10673","Solyc09g007050"," P1P2"," P1P2","P2P3","P1P3"
"10674","Solyc09g007070"," P1P2"," P1P3","P2P3","P1P2"
"10675","Solyc09g007080"," P1P2"," P1P2","P1P2","P1P2"
"10676","Solyc09g007100"," P1P2"," P1P2","P1P2","P1P2"
"10677","Solyc09g007110"," P1P2"," P1P2","P1P2","P2P3"
"10678","Solyc09g007130"," P1P2"," P1P2","P1P3","P1P3"
"10679","Solyc09g007150"," P1P2"," P1P2","P2P3","P2P3"
"10681","Solyc09g007170"," P1P2"," P1P2","P1P3","P1P2"
"10682","Solyc09g007180"," P1P3"," P1P2","P2P3","P1P3"
"10684","Solyc09g007200"," P1P2"," P1P3","P2P3","P2P3"
"10685","Solyc09g007210"," P1P2"," P1P3","P1P3","P2P3"
"10686","Solyc09g007230"," P1P2"," P1P3","P2P3","P1P2"
"10687","Solyc09g007240"," P1P2"," P1P2","P2P3","P1P2"
"10689","Solyc09g007280"," P1P2"," P1P2","P2P3","P1P3"
"10690","Solyc09g007290"," P1P2"," P1P2","P1P2","P1P2"
"10692","Solyc09g007310"," P1P2"," P1P2","P2P3","P1P2"
"10693","Solyc09g007330"," P1P2"," P1P2","P1P2","P1P2"
"10694","Solyc09g007340"," P1P2"," P1P2","P1P2","P1P3"
"10696","Solyc09g007350"," P1P2"," P1P2","P1P3","P2P3"
"10697","Solyc09g007360"," P1P2"," P1P2","P1P2","P1P2"
"10698","Solyc09g007370"," P1P2"," P1P2","P2P3","P1P3"
"10699","Solyc09g007380"," P1P2"," P2P3","P1P3","P1P3"
"10700","Solyc09g007390"," P1P2"," P2P3","P1P2","P1P2"
"10701","Solyc09g007410"," P1P2"," P1P2","P1P2","P1P2"
"10702","Solyc09g007430"," P1P2"," P1P2","P1P2","P2P3"
"10703","Solyc09g007440"," P1P2"," P2P3","P1P2","P1P2"
"10705","Solyc09g007460"," P1P2"," P1P2","P1P3","P1P2"
"10706","Solyc09g007490"," P1P2"," P1P2","P1P2","P1P2"
"10707","Solyc09g007500"," P1P2"," P2P3","P2P3","P1P3"
"10709","Solyc09g007530"," P1P2"," P1P2","P1P2","P1P2"
"10711","Solyc09g007550"," P1P2"," P1P2","P1P3","P1P2"
"10713","Solyc09g007570"," P1P2"," P1P2","P2P3","P2P3"
"10714","Solyc09g007630"," P1P2"," P1P2","P1P3","P2P3"
"10715","Solyc09g007640"," P1P2"," P1P2","P1P2","P1P2"
"10716","Solyc09g007670"," P1P2"," P1P2","P1P3","P2P3"
"10717","Solyc09g007680"," P1P2"," P2P3","P2P3","P2P3"
"10719","Solyc09g007730"," P1P2"," P1P2","P2P3","P2P3"
"10720","Solyc09g007750"," P1P2"," P1P2","P1P3","P1P3"
"10721","Solyc09g007760"," P1P2"," P1P2","P1P2","P2P3"
"10723","Solyc09g007800"," P1P2"," P2P3","P1P3","P2P3"
"10724","Solyc09g007810"," P1P2"," P1P2","P1P3","P1P3"
"10725","Solyc09g007830"," P1P2"," P1P2","P2P3","P1P2"
"10727","Solyc09g007870"," P1P2"," P1P2","P2P3","P1P3"
"10728","Solyc09g007890"," P1P2"," P1P3","P1P2","P1P2"
"10729","Solyc09g007900"," P1P2"," P1P2","P1P3","P2P3"
"10730","Solyc09g007910"," P1P2"," P1P2","P1P2","P1P3"
"10731","Solyc09g007920"," P1P2"," P1P2","P1P3","P1P2"
"10732","Solyc09g007950"," P1P2"," P1P2","P2P3","P2P3"
"10734","Solyc09g008010"," P1P2"," P1P2","P1P2","P1P3"
"10735","Solyc09g008020"," P1P2"," P1P2","P1P2","P1P3"
"10737","Solyc09g008040"," P1P2"," P1P2","P1P2","P1P3"
"10738","Solyc09g008050"," P1P2"," P1P2","P1P2","P1P2"
"10739","Solyc09g008060"," P1P2"," P1P2","P1P2","P2P3"
"10740","Solyc09g008080"," P1P2"," P1P2","P1P2","P1P2"
"10741","Solyc09g008100"," P1P2"," P1P2","P1P3","P1P2"
"10742","Solyc09g008120"," P1P2"," P1P2","P1P2","P1P2"
"10743","Solyc09g008130"," P1P2"," P1P2","P2P3","P2P3"
"10744","Solyc09g008140"," P1P2"," P1P2","P2P3","P2P3"
"10745","Solyc09g008150"," P1P2"," P1P2","P1P3","P2P3"
"10746","Solyc09g008160"," P1P2"," P1P2","P2P3","P2P3"
"10747","Solyc09g008190"," P1P2"," P1P2","P1P2","P1P3"
"10748","Solyc09g008200"," P1P2"," P1P2","P1P3","P1P3"
"10749","Solyc09g008230"," P1P2"," P1P2","P1P2","P1P3"
"10750","Solyc09g008240"," P1P2"," P1P2","P1P3","P1P2"
"10751","Solyc09g008260"," P1P2"," P1P2","P1P2","P2P3"
"10752","Solyc09g008280"," P1P2"," P2P3","P2P3","P2P3"
"10754","Solyc09g008310"," P1P2"," P1P2","P1P3","P1P3"
"10755","Solyc09g008330"," P1P2"," P1P2","P2P3","P1P2"
"10756","Solyc09g008340"," P1P2"," P1P2","P1P2","P1P3"
"10757","Solyc09g008350"," P1P2"," P1P2","P1P2","P1P2"
"10758","Solyc09g008370"," P1P2"," P1P2","P1P2","P1P2"
"10760","Solyc09g008410"," P1P2"," P1P2","P2P3","P1P3"
"10761","Solyc09g008430"," P1P2"," P1P2","P2P3","P2P3"
"10762","Solyc09g008450"," P1P2"," P1P2","P2P3","P2P3"
"10763","Solyc09g008460"," P1P2"," P2P3","P1P3","P2P3"
"10764","Solyc09g008470"," P1P2"," P1P2","P1P3","P1P3"
"10767","Solyc09g008520"," P1P2"," P1P2","P1P2","P1P3"
"10769","Solyc09g008530"," P1P2"," P1P2","P1P3","P1P3"
"10770","Solyc09g008550"," P1P2"," P1P2","P1P2","P1P3"
"10773","Solyc09g008670"," P1P2"," P1P2","P1P2","P2P3"
"10774","Solyc09g008700"," P1P2"," P1P2","P2P3","P1P3"
"10775","Solyc09g008730"," P1P2"," P1P2","P2P3","P1P3"
"10776","Solyc09g008780"," P1P2"," P1P2","P2P3","P2P3"
"10777","Solyc09g008790"," P1P2"," P2P3","P1P3","P2P3"
"10778","Solyc09g008800"," P1P2"," P1P2","P2P3","P2P3"
"10779","Solyc09g008820"," P1P2"," P1P2","P1P3","P2P3"
"10780","Solyc09g008830"," P1P2"," P1P2","P1P3","P1P3"
"10781","Solyc09g008840"," P1P2"," P1P2","P1P2","P2P3"
"10782","Solyc09g008850"," P1P2"," P1P2","P1P2","P2P3"
"10783","Solyc09g008920"," P1P2"," P1P2","P1P3","P2P3"
"10784","Solyc09g008930"," P1P2"," P1P2","P1P3","P2P3"
"10785","Solyc09g008940"," P1P2"," P1P2","P1P2","P1P2"
"10787","Solyc09g009030"," P1P2"," P1P2","P1P2","P1P3"
"10788","Solyc09g009040"," P1P2"," P1P2","P2P3","P2P3"
"10789","Solyc09g009080"," P1P2"," P1P2","P1P3","P1P2"
"10790","Solyc09g009090"," P1P2"," P1P2","P1P2","P2P3"
"10792","Solyc09g009120"," P1P2"," P1P2","P1P2","P1P2"
"10793","Solyc09g009130"," P1P2"," P1P2","P2P3","P2P3"
"10794","Solyc09g009140"," P1P2"," P1P2","P1P3","P2P3"
"10796","Solyc09g009170"," P1P2"," P1P2","P2P3","P1P3"
"10797","Solyc09g009180"," P1P2"," P1P2","P1P3","P1P2"
"10798","Solyc09g009190"," P1P2"," P1P2","P1P3","P1P3"
"10799","Solyc09g009210"," P1P2"," P1P2","P2P3","P2P3"
"10800","Solyc09g009220"," P1P2"," P1P2","P2P3","P2P3"
"10801","Solyc09g009260"," P1P2"," P1P2","P1P2","P1P2"
"10803","Solyc09g009290"," P1P2"," P1P3","P2P3","P1P2"
"10804","Solyc09g009300"," P1P2"," P2P3","P1P2","P1P3"
"10807","Solyc09g009380"," P1P2"," P2P3","P2P3","P1P2"
"10808","Solyc09g009390"," P1P2"," P1P3","P1P3","P1P2"
"10809","Solyc09g009400"," P1P2"," P1P2","P1P3","P1P2"
"10810","Solyc09g009430"," P1P2"," P1P2","P1P3","P2P3"
"10811","Solyc09g009440"," P1P2"," P1P2","P2P3","P1P3"
"10812","Solyc09g009460"," P1P2"," P1P2","P2P3","P2P3"
"10813","Solyc09g009470"," P1P2"," P1P2","P1P2","P1P2"
"10814","Solyc09g009500"," P1P2"," P1P2","P1P3","P2P3"
"10816","Solyc09g009590"," P1P2"," P1P2","P2P3","P1P2"
"10818","Solyc09g009630"," P1P2"," P1P2","P2P3","P1P2"
"10819","Solyc09g009640"," P1P2"," P1P2","P1P3","P2P3"
"10820","Solyc09g009680"," P1P2"," P1P2","P1P2","P2P3"
"10821","Solyc09g009690"," P1P2"," P1P2","P1P2","P2P3"
"10822","Solyc09g009700"," P1P2"," P1P2","P2P3","P1P2"
"10824","Solyc09g009720"," P1P2"," P2P3","P1P3","P1P2"
"10825","Solyc09g009770"," P1P2"," P1P2","P1P2","P1P3"
"10826","Solyc09g009780"," P1P2"," P1P2","P1P2","P1P3"
"10827","Solyc09g009790"," P1P2"," P1P2","P1P2","P1P3"
"10828","Solyc09g009800"," P1P2"," P1P2","P1P2","P2P3"
"10830","Solyc09g009840"," P1P2"," P1P2","P2P3","P1P2"
"10831","Solyc09g009850"," P1P2"," P1P2","P1P3","P2P3"
"10832","Solyc09g009880"," P1P2"," P1P2","P1P2","P2P3"
"10833","Solyc09g009890"," P1P2"," P1P2","P1P3","P1P2"
"10834","Solyc09g009900"," P1P2"," P1P2","P1P3","P1P2"
"10835","Solyc09g009910"," P1P2"," P1P2","P1P2","P1P3"
"10836","Solyc09g009920"," P1P2"," P1P2","P2P3","P1P3"
"10837","Solyc09g009940"," P1P2"," P1P2","P1P3","P2P3"
"10838","Solyc09g009960"," P1P2"," P1P2","P2P3","P1P3"
"10839","Solyc09g009970"," P1P2"," P1P2","P2P3","P1P3"
"10840","Solyc09g009990"," P1P2"," P2P3","P1P2","P1P2"
"10842","Solyc09g010030"," P1P2"," P2P3","P1P2","P1P2"
"10844","Solyc09g010060"," P1P2"," P1P2","P1P3","P1P2"
"10847","Solyc09g010100"," P1P2"," P1P2","P1P2","P2P3"
"10848","Solyc09g010110"," P1P2"," P1P2","P2P3","P1P3"
"10849","Solyc09g010120"," P1P2"," P1P2","P1P2","P1P2"
"10850","Solyc09g010130"," P1P2"," P1P2","P1P2","P1P3"
"10851","Solyc09g010140"," P1P2"," P1P2","P1P3","P1P2"
"10852","Solyc09g010150"," P1P2"," P1P2","P1P2","P1P2"
"10853","Solyc09g010170"," P1P2"," P1P2","P1P3","P1P3"
"10854","Solyc09g010180"," P1P2"," P1P2","P1P2","P1P2"
"10855","Solyc09g010190"," P1P2"," P1P2","P1P3","P2P3"
"10856","Solyc09g010210"," P1P2"," P1P2","P1P2","P1P2"
"10857","Solyc09g010230"," P1P2"," P1P2","P1P2","P1P2"
"10860","Solyc09g010280"," P1P2"," P1P2","P1P2","P1P2"
"10862","Solyc09g010300"," P1P2"," P1P2","P1P2","P1P2"
"10864","Solyc09g010330"," P1P2"," P2P3","P1P3","P1P2"
"10866","Solyc09g010360"," P1P2"," P1P2","P1P2","P1P2"
"10867","Solyc09g010370"," P1P2"," P1P2","P1P2","P1P2"
"10868","Solyc09g010380"," P1P2"," P1P2","P1P2","P2P3"
"10869","Solyc09g010390"," P1P2"," P1P3","P1P2","P1P3"
"10870","Solyc09g010400"," P1P2"," P1P2","P1P3","P1P2"
"10871","Solyc09g010410"," P1P2"," P2P3","P1P2","P1P2"
"10873","Solyc09g010430"," P1P2"," P1P2","P1P2","P1P3"
"10874","Solyc09g010440"," P1P2"," P1P2","P2P3","P2P3"
"10878","Solyc09g010500"," P1P2"," P2P3","P1P3","P1P3"
"10879","Solyc09g010510"," P1P2"," P1P2","P1P3","P1P2"
"10880","Solyc09g010520"," P1P2"," P1P2","P1P3","P1P2"
"10882","Solyc09g010560"," P1P2"," P1P3","P1P3","P1P2"
"10885","Solyc09g010630"," P1P2"," P2P3","P1P3","P1P2"
"10887","Solyc09g010660"," P1P2"," P2P3","P2P3","P1P3"
"10888","Solyc09g010670"," P1P2"," P1P2","P2P3","P1P2"
"10891","Solyc09g010770"," P1P2"," P1P2","P2P3","P2P3"
"10892","Solyc09g010780"," P1P2"," P1P3","P1P3","P1P2"
"10894","Solyc09g010820"," P1P2"," P1P2","P2P3","P2P3"
"10895","Solyc09g010830"," P1P2"," P1P2","P1P2","P1P2"
"10896","Solyc09g010840"," P1P2"," P2P3","P1P3","P1P3"
"10897","Solyc09g010850"," P1P2"," P1P2","P2P3","P1P3"
"10898","Solyc09g010860"," P1P2"," P1P2","P1P2","P1P2"
"10904","Solyc09g010920"," P1P2"," P1P2","P1P2","P1P2"
"10905","Solyc09g010930"," P1P2"," P2P3","P2P3","P1P3"
"10906","Solyc09g010940"," P1P2"," P1P2","P1P2","P1P3"
"10907","Solyc09g010950"," P1P2"," P1P2","P1P2","P1P3"
"10908","Solyc09g010970"," P1P2"," P1P2","P1P3","P1P3"
"10909","Solyc09g010980"," P1P2"," P1P2","P1P2","P2P3"
"10910","Solyc09g011020"," P1P2"," P2P3","P1P3","P1P3"
"10911","Solyc09g011030"," P1P2"," P1P2","P1P2","P1P3"
"10913","Solyc09g011070"," P1P2"," P1P2","P1P2","P1P2"
"10915","Solyc09g011140"," P1P2"," P1P2","P1P2","P1P2"
"10916","Solyc09g011160"," P1P2"," P1P2","P2P3","P1P2"
"10917","Solyc09g011170"," P1P2"," P1P2","P2P3","P2P3"
"10918","Solyc09g011210"," P1P2"," P2P3","P1P3","P1P2"
"10920","Solyc09g011230"," P1P2"," P1P2","P2P3","P1P3"
"10921","Solyc09g011240"," P2P3"," P1P2","P2P3","P2P3"
"10922","Solyc09g011250"," P1P2"," P1P2","P2P3","P1P3"
"10927","Solyc09g011320"," P1P2"," P1P2","P1P2","P1P2"
"10928","Solyc09g011330"," P1P2"," P1P2","P1P2","P1P3"
"10929","Solyc09g011340"," P1P2"," P1P2","P1P2","P1P2"
"10930","Solyc09g011360"," P1P2"," P1P2","P1P3","P2P3"
"10931","Solyc09g011370"," P1P2"," P1P2","P1P3","P1P2"
"10932","Solyc09g011380"," P1P2"," P1P2","P1P3","P1P2"
"10933","Solyc09g011410"," P1P2"," P2P3","P2P3","P2P3"
"10934","Solyc09g011420"," P1P2"," P1P2","P1P2","P1P2"
"10935","Solyc09g011450"," P1P2"," P1P2","P1P3","P1P2"
"10936","Solyc09g011470"," P1P2"," P1P2","P2P3","P1P3"
"10938","Solyc09g011490"," P1P2"," P1P2","P1P2","P1P2"
"10939","Solyc09g011650"," P1P2"," P1P2","P2P3","P2P3"
"10940","Solyc09g011660"," P1P2"," P1P2","P2P3","P2P3"
"10941","Solyc09g011670"," P1P2"," P1P2","P2P3","P2P3"
"10942","Solyc09g011690"," P1P2"," P1P2","P1P3","P1P2"
"10943","Solyc09g011730"," P1P2"," P1P2","P2P3","P2P3"
"10944","Solyc09g011740"," P1P2"," P2P3","P1P3","P2P3"
"10945","Solyc09g011750"," P1P2"," P2P3","P1P2","P1P3"
"10946","Solyc09g011760"," P1P2"," P1P3","P1P3","P2P3"
"10948","Solyc09g011780"," P1P2"," P1P2","P1P2","P2P3"
"10949","Solyc09g011830"," P1P2"," P2P3","P1P3","P1P2"
"10951","Solyc09g011850"," P1P2"," P1P3","P1P3","P1P2"
"10952","Solyc09g011860"," P1P2"," P1P2","P1P2","P1P2"
"10954","Solyc09g011910"," P1P2"," P1P2","P1P2","P2P3"
"10955","Solyc09g011920"," P1P2"," P1P3","P1P3","P2P3"
"10956","Solyc09g011930"," P1P2"," P2P3","P1P2","P2P3"
"10958","Solyc09g013080"," P1P2"," P1P2","P1P2","P1P2"
"10959","Solyc09g013090"," P1P2"," P1P2","P1P3","P1P2"
"10960","Solyc09g013100"," P1P2"," P1P2","P1P2","P1P2"
"10961","Solyc09g013110"," P1P2"," P2P3","P2P3","P1P2"
"10962","Solyc09g013120"," P1P2"," P1P2","P1P2","P1P3"
"10963","Solyc09g013130"," P1P2"," P1P2","P1P2","P2P3"
"10964","Solyc09g013140"," P1P2"," P1P2","P1P3","P2P3"
"10965","Solyc09g014160"," P1P2"," P1P2","P2P3","P2P3"
"10966","Solyc09g014170"," P1P2"," P1P2","P1P3","P1P3"
"10967","Solyc09g014210"," P1P2"," P1P2","P2P3","P2P3"
"10968","Solyc09g014220"," P1P2"," P1P2","P2P3","P1P3"
"10969","Solyc09g014250"," P1P2"," P1P2","P2P3","P1P3"
"10970","Solyc09g014280"," P1P2"," P1P2","P1P2","P1P3"
"10971","Solyc09g014300"," P1P2"," P1P2","P1P3","P1P2"
"10972","Solyc09g014320"," P1P2"," P1P2","P1P2","P1P3"
"10974","Solyc09g014380"," P1P2"," P1P2","P2P3","P1P2"
"10976","Solyc09g014410"," P1P2"," P1P2","P2P3","P1P3"
"10977","Solyc09g014440"," P1P2"," P1P2","P2P3","P2P3"
"10978","Solyc09g014450"," P1P2"," P1P2","P1P2","P1P3"
"10979","Solyc09g014490"," P1P2"," P1P2","P1P2","P1P2"
"10980","Solyc09g014500"," P1P2"," P1P2","P2P3","P1P2"
"10981","Solyc09g014510"," P1P2"," P1P2","P2P3","P1P3"
"10982","Solyc09g014520"," P1P2"," P2P3","P1P3","P1P3"
"10984","Solyc09g014760"," P1P2"," P1P2","P1P2","P1P3"
"10985","Solyc09g014770"," P1P2"," P1P2","P1P2","P1P3"
"10987","Solyc09g014790"," P1P2"," P1P2","P1P2","P2P3"
"10988","Solyc09g014890"," P1P2"," P1P2","P2P3","P2P3"
"10989","Solyc09g014900"," P1P2"," P1P2","P1P2","P2P3"
"10990","Solyc09g014930"," P1P2"," P1P3","P1P2","P1P3"
"10991","Solyc09g014940"," P1P2"," P1P2","P1P3","P2P3"
"10992","Solyc09g014980"," P1P2"," P2P3","P2P3","P1P3"
"10993","Solyc09g015040"," P1P2"," P1P2","P1P2","P2P3"
"10995","Solyc09g015120"," P1P2"," P1P2","P1P3","P1P3"
"10997","Solyc09g015170"," P1P2"," P1P2","P2P3","P1P2"
"10998","Solyc09g015180"," P1P2"," P1P2","P1P3","P2P3"
"11002","Solyc09g015520"," P1P2"," P1P2","P1P2","P2P3"
"11003","Solyc09g015530"," P1P2"," P1P2","P1P3","P2P3"
"11004","Solyc09g015650"," P1P2"," P1P2","P1P2","P1P2"
"11005","Solyc09g015660"," P1P2"," P1P2","P1P2","P2P3"
"11006","Solyc09g015670"," P1P2"," P1P2","P2P3","P1P2"
"11007","Solyc09g015770"," P1P2"," P1P2","P1P2","P1P2"
"11009","Solyc09g015830"," P1P2"," P1P2","P1P2","P2P3"
"11010","Solyc09g015840"," P1P2"," P2P3","P1P3","P2P3"
"11013","Solyc09g015930"," P1P2"," P1P2","P1P2","P1P2"
"11015","Solyc09g016940"," P1P2"," P1P2","P1P2","P1P2"
"11017","Solyc09g018030"," P1P2"," P1P2","P1P2","P1P2"
"11018","Solyc09g018040"," P1P2"," P1P2","P2P3","P2P3"
"11019","Solyc09g018060"," P1P2"," P1P2","P2P3","P1P3"
"11020","Solyc09g018160"," P1P2"," P1P2","P1P2","P1P2"
"11021","Solyc09g018230"," P1P2"," P1P2","P1P2","P2P3"
"11022","Solyc09g018280"," P1P2"," P1P2","P2P3","P1P2"
"11023","Solyc09g018310"," P1P2"," P1P2","P1P2","P1P3"
"11024","Solyc09g018370"," P1P2"," P1P2","P1P2","P1P3"
"11025","Solyc09g018450"," P1P2"," P1P2","P2P3","P2P3"
"11026","Solyc09g018460"," P1P2"," P1P2","P2P3","P1P3"
"11027","Solyc09g018510"," P1P2"," P1P2","P2P3","P1P2"
"11028","Solyc09g018630"," P1P2"," P1P2","P1P2","P1P3"
"11029","Solyc09g018640"," P1P2"," P1P2","P1P2","P1P2"
"11030","Solyc09g018650"," P1P2"," P1P2","P1P2","P1P2"
"11032","Solyc09g018720"," P1P2"," P1P2","P2P3","P2P3"
"11033","Solyc09g018730"," P1P2"," P1P2","P2P3","P2P3"
"11034","Solyc09g018750"," P1P2"," P1P2","P1P3","P1P2"
"11035","Solyc09g018780"," P1P2"," P1P2","P1P3","P1P2"
"11036","Solyc09g018790"," P1P2"," P1P2","P1P2","P1P3"
"11037","Solyc09g018850"," P1P2"," P1P2","P1P3","P2P3"
"11038","Solyc09g018890"," P1P2"," P2P3","P1P2","P1P3"
"11040","Solyc09g019970"," P1P2"," P1P2","P2P3","P1P3"
"11041","Solyc09g019980"," P1P2"," P2P3","P1P2","P1P3"
"11044","Solyc09g020110"," P1P2"," P1P2","P1P2","P2P3"
"11045","Solyc09g020130"," P1P2"," P1P2","P2P3","P1P3"
"11046","Solyc09g020140"," P1P2"," P1P2","P1P2","P1P2"
"11047","Solyc09g020150"," P1P2"," P1P2","P1P2","P2P3"
"11048","Solyc09g020190"," P1P2"," P1P2","P1P2","P1P3"
"11049","Solyc09g042250"," P1P2"," P1P2","P1P3","P1P3"
"11050","Solyc09g042710"," P1P2"," P2P3","P1P3","P1P2"
"11052","Solyc09g042770"," P1P2"," P1P2","P2P3","P1P3"
"11053","Solyc09g031970"," P1P2"," P1P2","P2P3","P2P3"
"11054","Solyc09g031930"," P1P2"," P1P3","P1P2","P1P2"
"11055","Solyc09g031920"," P1P2"," P1P2","P1P2","P2P3"
"11056","Solyc09g031790"," P1P2"," P1P2","P1P2","P1P3"
"11058","Solyc09g031780"," P1P2"," P1P2","P2P3","P2P3"
"11059","Solyc09g031770"," P1P2"," P1P2","P1P2","P1P2"
"11063","Solyc09g031750"," P1P2"," P1P2","P2P3","P2P3"
"11064","Solyc09g031650"," P1P2"," P1P2","P1P2","P2P3"
"11065","Solyc09g031610"," P1P2"," P1P2","P1P2","P2P3"
"11066","Solyc09g031580"," P1P2"," P1P2","P1P2","P1P3"
"11068","Solyc09g030450"," P1P2"," P1P2","P1P3","P2P3"
"11069","Solyc09g030390"," P1P2"," P1P2","P1P2","P1P2"
"11071","Solyc09g047840"," P1P2"," P1P2","P1P2","P1P3"
"11072","Solyc09g047870"," P1P2"," P1P2","P1P2","P2P3"
"11076","Solyc09g055230"," P1P2"," P1P2","P2P3","P1P3"
"11078","Solyc09g055260"," P1P2"," P1P2","P1P3","P1P2"
"11080","Solyc09g055310"," P1P2"," P1P2","P1P2","P2P3"
"11081","Solyc09g055340"," P1P2"," P1P2","P1P3","P1P2"
"11084","Solyc09g055350"," P1P2"," P1P2","P2P3","P2P3"
"11085","Solyc09g055470"," P1P2"," P1P2","P1P2","P2P3"
"11086","Solyc09g055570"," P1P2"," P1P2","P2P3","P1P2"
"11087","Solyc09g055590"," P1P2"," P1P2","P2P3","P2P3"
"11090","Solyc09g055700"," P1P2"," P1P2","P1P2","P1P3"
